market1,market2,correlation
Rajkot(Veg.Sub Yard),Thodupuzha,0.918
Rajkot(Veg.Sub Yard),Timarni,0.805
Rajkot(Veg.Sub Yard),Tohana(New Veg Market),0.881
Rajkot(Veg.Sub Yard),Tulsipur,0.986
Rajkot(Veg.Sub Yard),Tundla,0.979
Rajkot(Veg.Sub Yard),Udaipur (F&V),0.969
Rajkot(Veg.Sub Yard),Udhampur,0.908
Rajkot(Veg.Sub Yard),Udupi,0.984
Rajkot(Veg.Sub Yard),Uluberia,0.97
Rajkot(Veg.Sub Yard),Una,0.937
Rajkot(Veg.Sub Yard),Unnao,0.979
Rajkot(Veg.Sub Yard),Vadgaonpeth,0.951
Rajkot(Veg.Sub Yard),Vadhvan,0.953
Rajkot(Veg.Sub Yard),Vai,0.95
Rajkot(Veg.Sub Yard),Vamanapuram,0.869
Rajkot(Veg.Sub Yard),Vandiperiyar,0.909
Rajkot(Veg.Sub Yard),Varanasi(F&V),0.978
Rajkot(Veg.Sub Yard),Viswan,0.979
Rajkot(Veg.Sub Yard),Wazirganj,0.977
Rajpura,Rajsamand,0.92
Rajpura,Ramanagara,0.758
Rajpura,Ramkrishanpur(Howrah),0.895
Rajpura,Rampur,0.924
Rajpura,Rampurmaniharan,0.775
Rajpura,Ramtek,0.939
Rajpura,Ranaghat,0.908
Rajpura,Rasda,0.916
Rajpura,Ratia,0.959
Rajpura,Ratnagiri (Nachane),0.819
Rajpura,Rawatsar,0.794
Rajpura,Rayagada,0.943
Rajpura,Rewari,0.915
Rajpura,Robertsganj,0.918
Rajpura,Rohtak,0.939
Rajpura,Sadhaura,0.957
Rajpura,Safdarganj,0.891
Rajpura,Safidon,0.888
Rajpura,Sagar(F&V),0.896
Rajpura,Saharanpur,0.908
Rajpura,Saharpada,0.876
Rajpura,Sainthia,0.803
Rajpura,Samalkha,0.851
Rajpura,Sambhal,0.837
Rajpura,Samrala,0.905
Rajpura,Samsabad,0.882
Rajpura,Sanawad,0.846
Rajpura,Sandila,0.9
Rajpura,Sangamner,0.915
Rajpura,Sasthamkotta,0.878
Rajpura,Satara,0.912
Rajpura,Sealdah Koley Market,0.71
Rajpura,Sehjanwa,0.914
Rajpura,Seoni,0.944
Rajpura,Shahabad,0.956
Rajpura,Shahabad(New Mandi),0.823
Rajpura,Shahdara,0.802
Rajpura,Shahganj,0.923
Rajpura,Shahjahanpur,0.923
Rajpura,Shahzadpur,0.961
Rajpura,Sheoraphuly,0.884
Rajpura,Shillong,0.757
Rajpura,Shimla,0.913
Rajpura,Shimla and Kinnaur(Rampur),0.904
Rajpura,Shimoga,0.774
Rajpura,Sikar,0.864
Rajpura,Sikarpur,0.911
Rajpura,Sirsa,0.932
Rajpura,Sirsaganj,0.96
Rajpura,Sitapur,0.9
Rajpura,Siwan,0.907
Rajpura,Siyana,0.515
Rajpura,Sohna,0.759
Rajpura,Solapur,0.886
Rajpura,Sonepat,0.593
Rajpura,Sonepat(Kharkhoda),0.968
Rajpura,Srinivasapur,0.85
Rajpura,Sujangarh,0.938
Rajpura,Sultanpur,0.908
Rajpura,Surat,0.944
Rajpura,Tarori,0.864
Rajpura,Tauru,0.875
Rajpura,Thandla,0.935
Rajpura,Thanesar,0.925
Rajpura,Thodupuzha,0.942
Rajpura,Timarni,0.852
Rajpura,Tohana(New Veg Market),0.974
Rajpura,Tulsipur,0.912
Rajpura,Tundla,0.888
Rajpura,Udaipur (F&V),0.879
Rajpura,Udhampur,0.795
Rajpura,Udupi,0.909
Rajpura,Uluberia,0.864
Rajpura,Una,0.953
Rajpura,Unnao,0.896
Rajpura,Vadgaonpeth,0.925
Rajpura,Vadhvan,0.936
Rajpura,Vai,0.936
Rajpura,Vamanapuram,0.921
Rajpura,Vandiperiyar,0.858
Rajpura,Varanasi(F&V),0.916
Rajpura,Viswan,0.9
Rajpura,Wazirganj,0.916
Rajsamand,Ramanagara,0.882
Rajsamand,Ramkrishanpur(Howrah),0.972
Rajsamand,Rampur,0.967
Rajsamand,Rampurmaniharan,0.881
Rajsamand,Ramtek,0.958
Rajsamand,Ranaghat,0.963
Rajsamand,Rasda,0.982
Rajsamand,Ratia,0.912
Rajsamand,Ratnagiri (Nachane),0.943
Rajsamand,Rawatsar,0.841
Rajsamand,Rayagada,0.912
Rajsamand,Rewari,0.978
Rajsamand,Robertsganj,0.978
Rajsamand,Rohtak,0.917
Rajsamand,Sadhaura,0.907
Rajsamand,Safdarganj,0.983
Rajsamand,Safidon,0.984
Rajsamand,Sagar(F&V),0.976
Rajsamand,Saharanpur,0.966
Rajsamand,Saharpada,0.918
Rajsamand,Sainthia,0.896
Rajsamand,Samalkha,0.741
Rajsamand,Sambhal,0.9
Rajsamand,Samrala,0.966
Rajsamand,Samsabad,0.969
Rajsamand,Sanawad,0.796
Rajsamand,Sandila,0.975
Rajsamand,Sangamner,0.908
Rajsamand,Sasthamkotta,0.955
Rajsamand,Satara,0.966
Rajsamand,Sealdah Koley Market,0.869
Rajsamand,Sehjanwa,0.975
Rajsamand,Seoni,0.879
Rajsamand,Shahabad,0.957
Rajsamand,Shahabad(New Mandi),0.945
Rajsamand,Shahdara,0.867
Rajsamand,Shahganj,0.979
Rajsamand,Shahjahanpur,0.973
Rajsamand,Shahzadpur,0.885
Rajsamand,Sheoraphuly,0.967
Rajsamand,Shillong,0.878
Rajsamand,Shimla,0.882
Rajsamand,Shimla and Kinnaur(Rampur),0.836
Rajsamand,Shimoga,0.912
Rajsamand,Sikar,0.948
Rajsamand,Sikarpur,0.905
Rajsamand,Sirsa,0.931
Rajsamand,Sirsaganj,0.971
Rajsamand,Sitapur,0.974
Rajsamand,Siwan,0.952
Rajsamand,Siyana,0.554
Rajsamand,Sohna,0.87
Rajsamand,Solapur,0.961
Rajsamand,Sonepat,0.764
Rajsamand,Sonepat(Kharkhoda),0.93
Rajsamand,Srinivasapur,0.903
Rajsamand,Sujangarh,0.92
Rajsamand,Sultanpur,0.949
Rajsamand,Surat,0.97
Rajsamand,Tarori,0.899
Rajsamand,Tauru,0.973
Rajsamand,Thandla,0.849
Rajsamand,Thanesar,0.942
Rajsamand,Thodupuzha,0.929
Rajsamand,Timarni,0.783
Rajsamand,Tohana(New Veg Market),0.888
Rajsamand,Tulsipur,0.984
Rajsamand,Tundla,0.97
Rajsamand,Udaipur (F&V),0.966
Rajsamand,Udhampur,0.895
Rajsamand,Udupi,0.97
Rajsamand,Uluberia,0.961
Rajsamand,Una,0.942
Rajsamand,Unnao,0.975
Rajsamand,Vadgaonpeth,0.944
Rajsamand,Vadhvan,0.954
Rajsamand,Vai,0.958
Rajsamand,Vamanapuram,0.863
Rajsamand,Vandiperiyar,0.904
Rajsamand,Varanasi(F&V),0.979
Rajsamand,Viswan,0.974
Rajsamand,Wazirganj,0.974
Ramanagara,Ramkrishanpur(Howrah),0.896
Ramanagara,Rampur,0.86
Ramanagara,Rampurmaniharan,0.913
Ramanagara,Ramtek,0.793
Ramanagara,Ranaghat,0.892
Ramanagara,Rasda,0.892
Ramanagara,Ratia,0.706
Ramanagara,Ratnagiri (Nachane),0.857
Ramanagara,Rawatsar,0.726
Ramanagara,Rayagada,0.711
Ramanagara,Rewari,0.893
Ramanagara,Robertsganj,0.889
Ramanagara,Rohtak,0.782
Ramanagara,Sadhaura,0.727
Ramanagara,Safdarganj,0.909
Ramanagara,Safidon,0.915
Ramanagara,Sagar(F&V),0.889
Ramanagara,Saharanpur,0.898
Ramanagara,Saharpada,0.822
Ramanagara,Sainthia,0.871
Ramanagara,Sambhal,0.803
Ramanagara,Samrala,0.875
Ramanagara,Samsabad,0.883
Ramanagara,Sanawad,0.584
Ramanagara,Sandila,0.9
Ramanagara,Sangamner,0.761
Ramanagara,Sasthamkotta,0.891
Ramanagara,Satara,0.828
Ramanagara,Sealdah Koley Market,0.9
Ramanagara,Sehjanwa,0.874
Ramanagara,Seoni,0.702
Ramanagara,Shahabad,0.846
Ramanagara,Shahabad(New Mandi),0.932
Ramanagara,Shahdara,0.83
Ramanagara,Shahganj,0.891
Ramanagara,Shahjahanpur,0.858
Ramanagara,Shahzadpur,0.727
Ramanagara,Sheoraphuly,0.913
Ramanagara,Shillong,0.838
Ramanagara,Shimla,0.806
Ramanagara,Shimla and Kinnaur(Rampur),0.61
Ramanagara,Shimoga,0.897
Ramanagara,Sikar,0.883
Ramanagara,Sikarpur,0.711
Ramanagara,Sirsa,0.804
Ramanagara,Sirsaganj,0.849
Ramanagara,Sitapur,0.901
Ramanagara,Siwan,0.87
Ramanagara,Sohna,0.897
Ramanagara,Solapur,0.921
Ramanagara,Sonepat,0.855
Ramanagara,Sonepat(Kharkhoda),0.786
Ramanagara,Srinivasapur,0.87
Ramanagara,Sujangarh,0.785
Ramanagara,Sultanpur,0.873
Ramanagara,Surat,0.85
Ramanagara,Tarori,0.75
Ramanagara,Tauru,0.913
Ramanagara,Thandla,0.612
Ramanagara,Thanesar,0.864
Ramanagara,Thodupuzha,0.779
Ramanagara,Timarni,0.698
Ramanagara,Tohana(New Veg Market),0.718
Ramanagara,Tulsipur,0.894
Ramanagara,Tundla,0.896
Ramanagara,Udaipur (F&V),0.878
Ramanagara,Udhampur,0.851
Ramanagara,Udupi,0.883
Ramanagara,Uluberia,0.916
Ramanagara,Una,0.839
Ramanagara,Unnao,0.901
Ramanagara,Vadgaonpeth,0.825
Ramanagara,Vadhvan,0.839
Ramanagara,Vai,0.799
Ramanagara,Vamanapuram,0.676
Ramanagara,Vandiperiyar,0.792
Ramanagara,Varanasi(F&V),0.888
Ramanagara,Viswan,0.902
Ramanagara,Wazirganj,0.873
Ramanagara,kalanwali,0.518
Ramkrishanpur(Howrah),Rampur,0.987
Ramkrishanpur(Howrah),Rampurmaniharan,0.887
Ramkrishanpur(Howrah),Ramtek,0.94
Ramkrishanpur(Howrah),Ranaghat,0.986
Ramkrishanpur(Howrah),Rasda,0.99
Ramkrishanpur(Howrah),Ratia,0.896
Ramkrishanpur(Howrah),Ratnagiri (Nachane),0.925
Ramkrishanpur(Howrah),Rawatsar,0.878
Ramkrishanpur(Howrah),Rayagada,0.905
Ramkrishanpur(Howrah),Rewari,0.99
Ramkrishanpur(Howrah),Robertsganj,0.992
Ramkrishanpur(Howrah),Rohtak,0.929
Ramkrishanpur(Howrah),Sadhaura,0.907
Ramkrishanpur(Howrah),Safdarganj,0.988
Ramkrishanpur(Howrah),Safidon,0.976
Ramkrishanpur(Howrah),Sagar(F&V),0.982
Ramkrishanpur(Howrah),Saharanpur,0.987
Ramkrishanpur(Howrah),Saharpada,0.952
Ramkrishanpur(Howrah),Sainthia,0.933
Ramkrishanpur(Howrah),Samalkha,0.709
Ramkrishanpur(Howrah),Sambhal,0.902
Ramkrishanpur(Howrah),Samrala,0.98
Ramkrishanpur(Howrah),Samsabad,0.984
Ramkrishanpur(Howrah),Sanawad,0.789
Ramkrishanpur(Howrah),Sandila,0.991
Ramkrishanpur(Howrah),Sangamner,0.904
Ramkrishanpur(Howrah),Sasthamkotta,0.982
Ramkrishanpur(Howrah),Satara,0.967
Ramkrishanpur(Howrah),Sealdah Koley Market,0.916
Ramkrishanpur(Howrah),Sehjanwa,0.986
Ramkrishanpur(Howrah),Seoni,0.867
Ramkrishanpur(Howrah),Shahabad,0.953
Ramkrishanpur(Howrah),Shahabad(New Mandi),0.972
Ramkrishanpur(Howrah),Shahdara,0.816
Ramkrishanpur(Howrah),Shahganj,0.991
Ramkrishanpur(Howrah),Shahjahanpur,0.991
Ramkrishanpur(Howrah),Shahzadpur,0.876
Ramkrishanpur(Howrah),Sheoraphuly,0.983
Ramkrishanpur(Howrah),Shillong,0.896
Ramkrishanpur(Howrah),Shimla,0.877
Ramkrishanpur(Howrah),Shimla and Kinnaur(Rampur),0.825
Ramkrishanpur(Howrah),Shimoga,0.918
Ramkrishanpur(Howrah),Sikar,0.983
Ramkrishanpur(Howrah),Sikarpur,0.923
Ramkrishanpur(Howrah),Sirsa,0.94
Ramkrishanpur(Howrah),Sirsaganj,0.958
Ramkrishanpur(Howrah),Sitapur,0.991
Ramkrishanpur(Howrah),Siwan,0.942
Ramkrishanpur(Howrah),Siyana,0.527
Ramkrishanpur(Howrah),Sohna,0.917
Ramkrishanpur(Howrah),Solapur,0.983
Ramkrishanpur(Howrah),Sonepat,0.774
Ramkrishanpur(Howrah),Sonepat(Kharkhoda),0.928
Ramkrishanpur(Howrah),Srinivasapur,0.902
Ramkrishanpur(Howrah),Sujangarh,0.923
Ramkrishanpur(Howrah),Sultanpur,0.962
Ramkrishanpur(Howrah),Surat,0.968
Ramkrishanpur(Howrah),Tarori,0.92
Ramkrishanpur(Howrah),Tauru,0.989
Ramkrishanpur(Howrah),Thandla,0.819
Ramkrishanpur(Howrah),Thanesar,0.948
Ramkrishanpur(Howrah),Thodupuzha,0.917
Ramkrishanpur(Howrah),Timarni,0.804
Ramkrishanpur(Howrah),Tohana(New Veg Market),0.88
Ramkrishanpur(Howrah),Tulsipur,0.992
Ramkrishanpur(Howrah),Tundla,0.993
Ramkrishanpur(Howrah),Udaipur (F&V),0.973
Ramkrishanpur(Howrah),Udhampur,0.919
Ramkrishanpur(Howrah),Udupi,0.99
Ramkrishanpur(Howrah),Uluberia,0.984
Ramkrishanpur(Howrah),Una,0.944
Ramkrishanpur(Howrah),Unnao,0.989
Ramkrishanpur(Howrah),Vadgaonpeth,0.954
Ramkrishanpur(Howrah),Vadhvan,0.969
Ramkrishanpur(Howrah),Vai,0.955
Ramkrishanpur(Howrah),Vamanapuram,0.887
Ramkrishanpur(Howrah),Vandiperiyar,0.924
Ramkrishanpur(Howrah),Varanasi(F&V),0.991
Ramkrishanpur(Howrah),Viswan,0.991
Ramkrishanpur(Howrah),Wazirganj,0.993
Rampur,Rampurmaniharan,0.86
Rampur,Ramtek,0.96
Rampur,Ranaghat,0.98
Rampur,Rasda,0.988
Rampur,Ratia,0.933
Rampur,Ratnagiri (Nachane),0.909
Rampur,Rawatsar,0.871
Rampur,Rayagada,0.934
Rampur,Rewari,0.986
Rampur,Robertsganj,0.992
Rampur,Rohtak,0.946
Rampur,Sadhaura,0.946
Rampur,Safdarganj,0.978
Rampur,Safidon,0.959
Rampur,Sagar(F&V),0.973
Rampur,Saharanpur,0.989
Rampur,Saharpada,0.945
Rampur,Sainthia,0.912
Rampur,Samalkha,0.778
Rampur,Sambhal,0.921
Rampur,Samrala,0.978
Rampur,Samsabad,0.971
Rampur,Sanawad,0.834
Rampur,Sandila,0.989
Rampur,Sangamner,0.933
Rampur,Sasthamkotta,0.971
Rampur,Satara,0.968
Rampur,Sealdah Koley Market,0.882
Rampur,Sehjanwa,0.982
Rampur,Seoni,0.914
Rampur,Shahabad,0.961
Rampur,Shahabad(New Mandi),0.949
Rampur,Shahdara,0.801
Rampur,Shahganj,0.992
Rampur,Shahjahanpur,0.995
Rampur,Shahzadpur,0.924
Rampur,Sheoraphuly,0.973
Rampur,Shillong,0.875
Rampur,Shimla,0.906
Rampur,Shimla and Kinnaur(Rampur),0.886
Rampur,Shimoga,0.877
Rampur,Sikar,0.971
Rampur,Sikarpur,0.958
Rampur,Sirsa,0.955
Rampur,Sirsaganj,0.977
Rampur,Sitapur,0.989
Rampur,Siwan,0.943
Rampur,Sohna,0.894
Rampur,Solapur,0.969
Rampur,Sonepat,0.706
Rampur,Sonepat(Kharkhoda),0.949
Rampur,Srinivasapur,0.895
Rampur,Sujangarh,0.949
Rampur,Sultanpur,0.961
Rampur,Surat,0.975
Rampur,Tarori,0.939
Rampur,Tauru,0.976
Rampur,Thandla,0.862
Rampur,Thanesar,0.96
Rampur,Thodupuzha,0.953
Rampur,Timarni,0.829
Rampur,Tohana(New Veg Market),0.921
Rampur,Tulsipur,0.987
Rampur,Tundla,0.988
Rampur,Udaipur (F&V),0.967
Rampur,Udhampur,0.903
Rampur,Udupi,0.985
Rampur,Uluberia,0.971
Rampur,Una,0.958
Rampur,Unnao,0.986
Rampur,Vadgaonpeth,0.965
Rampur,Vadhvan,0.977
Rampur,Vai,0.957
Rampur,Vamanapuram,0.928
Rampur,Vandiperiyar,0.939
Rampur,Varanasi(F&V),0.992
Rampur,Viswan,0.988
Rampur,Wazirganj,0.998
Rampurmaniharan,Ramtek,0.803
Rampurmaniharan,Ranaghat,0.891
Rampurmaniharan,Rasda,0.883
Rampurmaniharan,Ratia,0.736
Rampurmaniharan,Ratnagiri (Nachane),0.881
Rampurmaniharan,Rawatsar,0.699
Rampurmaniharan,Rayagada,0.728
Rampurmaniharan,Rewari,0.883
Rampurmaniharan,Robertsganj,0.882
Rampurmaniharan,Rohtak,0.807
Rampurmaniharan,Sadhaura,0.738
Rampurmaniharan,Safdarganj,0.9
Rampurmaniharan,Safidon,0.905
Rampurmaniharan,Sagar(F&V),0.88
Rampurmaniharan,Saharanpur,0.88
Rampurmaniharan,Saharpada,0.812
Rampurmaniharan,Sainthia,0.884
Rampurmaniharan,Samalkha,0.526
Rampurmaniharan,Sambhal,0.8
Rampurmaniharan,Samrala,0.864
Rampurmaniharan,Samsabad,0.867
Rampurmaniharan,Sanawad,0.585
Rampurmaniharan,Sandila,0.894
Rampurmaniharan,Sangamner,0.778
Rampurmaniharan,Sasthamkotta,0.856
Rampurmaniharan,Satara,0.853
Rampurmaniharan,Sealdah Koley Market,0.898
Rampurmaniharan,Sehjanwa,0.868
Rampurmaniharan,Seoni,0.73
Rampurmaniharan,Shahabad,0.836
Rampurmaniharan,Shahabad(New Mandi),0.913
Rampurmaniharan,Shahdara,0.855
Rampurmaniharan,Shahganj,0.886
Rampurmaniharan,Shahjahanpur,0.861
Rampurmaniharan,Shahzadpur,0.744
Rampurmaniharan,Sheoraphuly,0.909
Rampurmaniharan,Shillong,0.844
Rampurmaniharan,Shimla,0.808
Rampurmaniharan,Shimla and Kinnaur(Rampur),0.631
Rampurmaniharan,Shimoga,0.873
Rampurmaniharan,Sikar,0.853
Rampurmaniharan,Sikarpur,0.73
Rampurmaniharan,Sirsa,0.803
Rampurmaniharan,Sirsaganj,0.849
Rampurmaniharan,Sitapur,0.895
Rampurmaniharan,Siwan,0.872
Rampurmaniharan,Sohna,0.867
Rampurmaniharan,Solapur,0.884
Rampurmaniharan,Sonepat,0.81
Rampurmaniharan,Sonepat(Kharkhoda),0.777
Rampurmaniharan,Srinivasapur,0.897
Rampurmaniharan,Sujangarh,0.794
Rampurmaniharan,Sultanpur,0.866
Rampurmaniharan,Surat,0.855
Rampurmaniharan,Tarori,0.779
Rampurmaniharan,Tauru,0.902
Rampurmaniharan,Thandla,0.623
Rampurmaniharan,Thanesar,0.859
Rampurmaniharan,Thodupuzha,0.799
Rampurmaniharan,Timarni,0.655
Rampurmaniharan,Tohana(New Veg Market),0.732
Rampurmaniharan,Tulsipur,0.888
Rampurmaniharan,Tundla,0.888
Rampurmaniharan,Udaipur (F&V),0.9
Rampurmaniharan,Udhampur,0.822
Rampurmaniharan,Udupi,0.873
Rampurmaniharan,Uluberia,0.911
Rampurmaniharan,Una,0.82
Rampurmaniharan,Unnao,0.894
Rampurmaniharan,Vadgaonpeth,0.811
Rampurmaniharan,Vadhvan,0.823
Rampurmaniharan,Vai,0.828
Rampurmaniharan,Vamanapuram,0.703
Rampurmaniharan,Vandiperiyar,0.826
Rampurmaniharan,Varanasi(F&V),0.88
Rampurmaniharan,Viswan,0.896
Rampurmaniharan,Wazirganj,0.868
Ramtek,Ranaghat,0.939
Ramtek,Rasda,0.953
Ramtek,Ratia,0.953
Ramtek,Ratnagiri (Nachane),0.904
Ramtek,Rawatsar,0.843
Ramtek,Rayagada,0.955
Ramtek,Rewari,0.942
Ramtek,Robertsganj,0.953
Ramtek,Rohtak,0.919
Ramtek,Sadhaura,0.947
Ramtek,Safdarganj,0.943
Ramtek,Safidon,0.933
Ramtek,Sagar(F&V),0.935
Ramtek,Saharanpur,0.94
Ramtek,Saharpada,0.907
Ramtek,Sainthia,0.822
Ramtek,Samalkha,0.855
Ramtek,Sambhal,0.883
Ramtek,Samrala,0.942
Ramtek,Samsabad,0.945
Ramtek,Sanawad,0.888
Ramtek,Sandila,0.942
Ramtek,Sangamner,0.937
Ramtek,Sasthamkotta,0.919
Ramtek,Satara,0.968
Ramtek,Sealdah Koley Market,0.792
Ramtek,Sehjanwa,0.948
Ramtek,Seoni,0.938
Ramtek,Shahabad,0.939
Ramtek,Shahabad(New Mandi),0.88
Ramtek,Shahdara,0.793
Ramtek,Shahganj,0.955
Ramtek,Shahjahanpur,0.956
Ramtek,Shahzadpur,0.935
Ramtek,Sheoraphuly,0.938
Ramtek,Shillong,0.849
Ramtek,Shimla,0.871
Ramtek,Shimla and Kinnaur(Rampur),0.905
Ramtek,Shimoga,0.828
Ramtek,Sikar,0.91
Ramtek,Sikarpur,0.941
Ramtek,Sirsa,0.917
Ramtek,Sirsaganj,0.973
Ramtek,Sitapur,0.941
Ramtek,Siwan,0.909
Ramtek,Siyana,0.503
Ramtek,Sohna,0.822
Ramtek,Solapur,0.924
Ramtek,Sonepat,0.653
Ramtek,Sonepat(Kharkhoda),0.948
Ramtek,Srinivasapur,0.889
Ramtek,Sujangarh,0.937
Ramtek,Sultanpur,0.94
Ramtek,Surat,0.976
Ramtek,Tarori,0.918
Ramtek,Tauru,0.925
Ramtek,Thandla,0.916
Ramtek,Thanesar,0.927
Ramtek,Thodupuzha,0.964
Ramtek,Timarni,0.836
Ramtek,Tohana(New Veg Market),0.929
Ramtek,Tulsipur,0.952
Ramtek,Tundla,0.933
Ramtek,Udaipur (F&V),0.949
Ramtek,Udhampur,0.843
Ramtek,Udupi,0.955
Ramtek,Uluberia,0.912
Ramtek,Una,0.938
Ramtek,Unnao,0.941
Ramtek,Vadgaonpeth,0.95
Ramtek,Vadhvan,0.964
Ramtek,Vai,0.961
Ramtek,Vamanapuram,0.917
Ramtek,Vandiperiyar,0.905
Ramtek,Varanasi(F&V),0.954
Ramtek,Viswan,0.941
Ramtek,Wazirganj,0.957
Ranaghat,Rasda,0.981
Ranaghat,Ratia,0.903
Ranaghat,Ratnagiri (Nachane),0.913
Ranaghat,Rawatsar,0.847
Ranaghat,Rayagada,0.909
Ranaghat,Rewari,0.979
Ranaghat,Robertsganj,0.984
Ranaghat,Rohtak,0.929
Ranaghat,Sadhaura,0.904
Ranaghat,Safdarganj,0.981
Ranaghat,Safidon,0.967
Ranaghat,Sagar(F&V),0.974
Ranaghat,Saharanpur,0.977
Ranaghat,Saharpada,0.945
Ranaghat,Sainthia,0.919
Ranaghat,Samalkha,0.728
Ranaghat,Sambhal,0.881
Ranaghat,Samrala,0.978
Ranaghat,Samsabad,0.965
Ranaghat,Sanawad,0.806
Ranaghat,Sandila,0.983
Ranaghat,Sangamner,0.906
Ranaghat,Sasthamkotta,0.963
Ranaghat,Satara,0.958
Ranaghat,Sealdah Koley Market,0.912
Ranaghat,Sehjanwa,0.977
Ranaghat,Seoni,0.887
Ranaghat,Shahabad,0.957
Ranaghat,Shahabad(New Mandi),0.958
Ranaghat,Shahdara,0.82
Ranaghat,Shahganj,0.985
Ranaghat,Shahjahanpur,0.98
Ranaghat,Shahzadpur,0.888
Ranaghat,Sheoraphuly,0.982
Ranaghat,Shillong,0.891
Ranaghat,Shimla,0.892
Ranaghat,Shimla and Kinnaur(Rampur),0.821
Ranaghat,Shimoga,0.898
Ranaghat,Sikar,0.965
Ranaghat,Sikarpur,0.913
Ranaghat,Sirsa,0.937
Ranaghat,Sirsaganj,0.966
Ranaghat,Sitapur,0.983
Ranaghat,Siwan,0.935
Ranaghat,Siyana,0.508
Ranaghat,Sohna,0.912
Ranaghat,Solapur,0.967
Ranaghat,Sonepat,0.753
Ranaghat,Sonepat(Kharkhoda),0.932
Ranaghat,Srinivasapur,0.909
Ranaghat,Sujangarh,0.926
Ranaghat,Sultanpur,0.955
Ranaghat,Surat,0.971
Ranaghat,Tarori,0.923
Ranaghat,Tauru,0.976
Ranaghat,Thandla,0.833
Ranaghat,Thanesar,0.953
Ranaghat,Thodupuzha,0.93
Ranaghat,Timarni,0.834
Ranaghat,Tohana(New Veg Market),0.891
Ranaghat,Tulsipur,0.987
Ranaghat,Tundla,0.978
Ranaghat,Udaipur (F&V),0.967
Ranaghat,Udhampur,0.876
Ranaghat,Udupi,0.982
Ranaghat,Uluberia,0.977
Ranaghat,Una,0.945
Ranaghat,Unnao,0.98
Ranaghat,Vadgaonpeth,0.95
Ranaghat,Vadhvan,0.959
Ranaghat,Vai,0.953
Ranaghat,Vamanapuram,0.89
Ranaghat,Vandiperiyar,0.919
Ranaghat,Varanasi(F&V),0.983
Ranaghat,Viswan,0.983
Ranaghat,Wazirganj,0.983
Rasda,Ratia,0.908
Rasda,Ratnagiri (Nachane),0.931
Rasda,Rawatsar,0.859
Rasda,Rayagada,0.914
Rasda,Rewari,0.987
Rasda,Robertsganj,0.998
Rasda,Rohtak,0.919
Rasda,Sadhaura,0.911
Rasda,Safdarganj,0.992
Rasda,Safidon,0.977
Rasda,Sagar(F&V),0.976
Rasda,Saharanpur,0.988
Rasda,Saharpada,0.934
Rasda,Sainthia,0.929
Rasda,Samalkha,0.727
Rasda,Sambhal,0.92
Rasda,Samrala,0.978
Rasda,Samsabad,0.977
Rasda,Sanawad,0.798
Rasda,Sandila,0.997
Rasda,Sangamner,0.91
Rasda,Sasthamkotta,0.972
Rasda,Satara,0.964
Rasda,Sealdah Koley Market,0.904
Rasda,Sehjanwa,0.991
Rasda,Seoni,0.891
Rasda,Shahabad,0.959
Rasda,Shahabad(New Mandi),0.974
Rasda,Shahdara,0.839
Rasda,Shahganj,0.998
Rasda,Shahjahanpur,0.992
Rasda,Shahzadpur,0.889
Rasda,Sheoraphuly,0.984
Rasda,Shillong,0.881
Rasda,Shimla,0.885
Rasda,Shimla and Kinnaur(Rampur),0.833
Rasda,Shimoga,0.925
Rasda,Sikar,0.965
Rasda,Sikarpur,0.914
Rasda,Sirsa,0.936
Rasda,Sirsaganj,0.976
Rasda,Sitapur,0.996
Rasda,Siwan,0.956
Rasda,Siyana,0.543
Rasda,Sohna,0.902
Rasda,Solapur,0.973
Rasda,Sonepat,0.786
Rasda,Sonepat(Kharkhoda),0.929
Rasda,Srinivasapur,0.904
Rasda,Sujangarh,0.928
Rasda,Sultanpur,0.967
Rasda,Surat,0.969
Rasda,Tarori,0.92
Rasda,Tauru,0.987
Rasda,Thandla,0.839
Rasda,Thanesar,0.95
Rasda,Thodupuzha,0.94
Rasda,Timarni,0.795
Rasda,Tohana(New Veg Market),0.885
Rasda,Tulsipur,0.995
Rasda,Tundla,0.99
Rasda,Udaipur (F&V),0.967
Rasda,Udhampur,0.901
Rasda,Udupi,0.989
Rasda,Uluberia,0.985
Rasda,Una,0.95
Rasda,Unnao,0.997
Rasda,Vadgaonpeth,0.951
Rasda,Vadhvan,0.968
Rasda,Vai,0.952
Rasda,Vamanapuram,0.879
Rasda,Vandiperiyar,0.92
Rasda,Varanasi(F&V),0.999
Rasda,Viswan,0.996
Rasda,Wazirganj,0.994
Ratia,Ratnagiri (Nachane),0.823
Ratia,Rawatsar,0.799
Ratia,Rayagada,0.962
Ratia,Rewari,0.905
Ratia,Robertsganj,0.913
Ratia,Rohtak,0.932
Ratia,Sadhaura,0.98
Ratia,Safdarganj,0.884
Ratia,Safidon,0.881
Ratia,Sagar(F&V),0.89
Ratia,Saharanpur,0.903
Ratia,Saharpada,0.869
Ratia,Sainthia,0.802
Ratia,Samalkha,0.9
Ratia,Sambhal,0.839
Ratia,Samrala,0.896
Ratia,Samsabad,0.885
Ratia,Sanawad,0.903
Ratia,Sandila,0.894
Ratia,Sangamner,0.933
Ratia,Sasthamkotta,0.87
Ratia,Satara,0.934
Ratia,Sealdah Koley Market,0.707
Ratia,Sehjanwa,0.912
Ratia,Seoni,0.956
